"CaseMasterID","CrimeNo","CaseNo","CrimeRegisteredDate","PolicePersonID","PoliceStationID","CaseCategoryID","GravityOffenceID","CrimeMajorHeadID","CrimeMinorHeadID","CaseStatusID","CourtID","IncidentFromDate","IncidentToDate","InfoReceivedPSDate","latitude","longitude","BriefFacts"
"49104","100202005202649104","202649104","2026-01-17","1104","2005","1","2","1","1","1","520","2026-01-17T19:11:00.000Z","2026-01-18T01:11:00.000Z","2026-01-17T20:11:00.000Z","15.1484157","76.3672701","Burglary reported near Koppal Market PS. Night-time MO. Evidence and witness inputs available for AI review."
"49105","100121208202549105","202549105","2025-01-09","1105","1208","1","2","1","1","2","512","2025-01-09T01:44:00.000Z","2025-01-09T04:44:00.000Z","2025-01-09T02:44:00.000Z","14.6763069","75.6619840","Burglary reported near Davanagere Women PS. Evidence and witness inputs available for AI review."
"49106","100121202202549106","202549106","2025-12-26","1106","1202","1","2","1","2","1","512","2025-12-26T01:31:00.000Z","2025-12-26T07:31:00.000Z","2025-12-26T02:31:00.000Z","14.4876564","76.0360900","Vehicle Theft reported near Davanagere South PS. Evidence and witness inputs available for AI review."
"49107","100242405202549107","202549107","2025-05-27","1107","2405","1","1","5","8","2","524","2025-05-27T06:58:00.000Z","2025-05-27T07:58:00.000Z","2025-05-27T07:58:00.000Z","12.4921500","77.1785694","Harassment reported near Ramanagara Market PS. Evidence and witness inputs available for AI review."
"49108","100151501202649108","202649108","2026-11-09","1108","1501","1","2","2","4","2","515","2026-11-09T00:24:00.000Z","2026-11-09T02:24:00.000Z","2026-11-09T01:24:00.000Z","12.9772605","76.1578282","UPI Fraud reported near Hassan Central PS. Vehicle KA-08-QO-1192 seen. Evidence and witness inputs available for AI review."
"49109","100040403202449109","202449109","2024-06-20","1109","403","1","2","1","3","2","504","2024-06-20T01:20:00.000Z","2024-06-20T06:20:00.000Z","2024-06-20T02:20:00.000Z","13.1592361","77.4980984","Chain Snatching reported near Bengaluru Rural North PS. Evidence and witness inputs available for AI review."
"49110","100141408202649110","202649110","2026-09-01","1110","1408","1","1","6","10","2","514","2026-09-01T21:19:00.000Z","2026-09-01T22:19:00.000Z","2026-09-01T22:19:00.000Z","15.6088488","75.4991611","Robbery reported near Gadag Women PS. Possible Coastal Fraud Cell pattern. Night-time MO. Evidence and witness inputs available for AI review."
"49111","100222205202449111","202449111","2024-01-09","1111","2205","1","1","4","7","2","522","2024-01-09T03:47:00.000Z","2024-01-09T05:47:00.000Z","2024-01-09T04:47:00.000Z","12.3228827","76.6614864","Drug Distribution reported near Mysuru Market PS. Evidence and witness inputs available for AI review."
"49112","100111102202449112","202449112","2024-02-10","1112","1102","1","1","6","9","1","511","2024-02-10T16:51:00.000Z","2024-02-10T22:51:00.000Z","2024-02-10T17:51:00.000Z","12.5870647","74.7780383","Assault reported near Dakshina Kannada South PS. Night-time MO. Evidence and witness inputs available for AI review."
"49113","100282807202649113","202649113","2026-05-05","1113","2807","1","2","1","1","2","528","2026-05-05T12:23:00.000Z","2026-05-05T17:23:00.000Z","2026-05-05T13:23:00.000Z","14.6908285","73.8727905","Burglary reported near Uttara Kannada Cyber PS. Evidence and witness inputs available for AI review."
"49114","100282808202549114","202549114","2025-10-14","1114","2808","1","2","3","6","2","528","2025-10-14T05:31:00.000Z","2025-10-14T06:31:00.000Z","2025-10-14T06:31:00.000Z","14.8131448","74.0645324","Loan App Fraud reported near Uttara Kannada Women PS. Evidence and witness inputs available for AI review."
"49115","100262606202549115","202549115","2025-09-21","1115","2606","1","1","5","8","1","526","2025-09-21T16:16:00.000Z","2025-09-21T18:16:00.000Z","2025-09-21T17:16:00.000Z","13.5640546","77.2026293","Harassment reported near Tumakuru Traffic PS. Night-time MO. Evidence and witness inputs available for AI review."
"49116","100121206202649116","202649116","2026-04-20","1116","1206","1","1","6","10","1","512","2026-04-20T06:20:00.000Z","2026-04-20T07:20:00.000Z","2026-04-20T07:20:00.000Z","14.3836412","75.8462013","Robbery reported near Davanagere Traffic PS. Evidence and witness inputs available for AI review."
"49117","100070703202549117","202549117","2025-08-09","1117","703","1","1","4","7","1","507","2025-08-09T11:26:00.000Z","2025-08-09T13:26:00.000Z","2025-08-09T12:26:00.000Z","11.8889283","76.9509025","Drug Distribution reported near Chamarajanagar North PS. Evidence and witness inputs available for AI review."
"49118","100191906202549118","202549118","2025-07-08","1118","1906","1","1","4","7","1","519","2025-07-08T11:05:00.000Z","2025-07-08T13:05:00.000Z","2025-07-08T12:05:00.000Z","13.3105236","78.2962973","Drug Distribution reported near Kolar Traffic PS. Evidence and witness inputs available for AI review."
"49119","100181803202549119","202549119","2025-04-23","1119","1803","1","1","6","10","2","518","2025-04-23T08:59:00.000Z","2025-04-23T10:59:00.000Z","2025-04-23T09:59:00.000Z","12.5600602","75.9817569","Robbery reported near Kodagu North PS. Evidence and witness inputs available for AI review."
"49120","100272708202449120","202449120","2024-08-22","1120","2708","1","2","1","1","1","527","2024-08-22T12:41:00.000Z","2024-08-22T16:41:00.000Z","2024-08-22T13:41:00.000Z","13.6196483","74.6020822","Burglary reported near Udupi Women PS. Evidence and witness inputs available for AI review."
"49121","100030307202549121","202549121","2025-03-11","1121","307","1","2","2","4","2","503","2025-03-11T23:17:00.000Z","2025-03-12T03:17:00.000Z","2025-03-12T00:17:00.000Z","16.0089430","74.6083649","UPI Fraud reported near Belagavi Cyber PS. Possible NH-167 Network pattern. Night-time MO. Evidence and witness inputs available for AI review."
"49122","100111104202649122","202649122","2026-09-06","1122","1104","1","1","6","10","2","511","2026-09-06T05:03:00.000Z","2026-09-06T11:03:00.000Z","2026-09-06T06:03:00.000Z","12.7110671","74.7790666","Robbery reported near Dakshina Kannada Rural PS. Possible Ring Road Burglary Crew pattern. Vehicle KA-01-SF-1247 seen. Evidence and witness inputs available for AI review."
"49123","100313108202649123","202649123","2026-01-04","1123","3108","1","2","2","4","1","531","2026-01-04T13:06:00.000Z","2026-01-04T17:06:00.000Z","2026-01-04T14:06:00.000Z","15.2798678","76.6317420","UPI Fraud reported near Vijayanagara Women PS. Evidence and witness inputs available for AI review."
"49124","100040408202549124","202549124","2025-11-15","1124","408","1","1","6","9","1","504","2025-11-15T18:38:00.000Z","2025-11-15T22:38:00.000Z","2025-11-15T19:38:00.000Z","13.3280339","77.5409954","Assault reported near Bengaluru Rural Women PS. Possible NH-167 Network pattern. Night-time MO. Evidence and witness inputs available for AI review."
"49125","100141403202549125","202549125","2025-08-05","1125","1403","1","2","2","5","2","514","2025-08-05T14:18:00.000Z","2025-08-05T15:18:00.000Z","2025-08-05T15:18:00.000Z","15.3641335","75.9051914","Investment Scam reported near Gadag North PS. Evidence and witness inputs available for AI review."
"49126","100090907202449126","202449126","2024-07-20","1126","907","1","2","1","2","1","509","2024-07-20T01:22:00.000Z","2024-07-20T04:22:00.000Z","2024-07-20T02:22:00.000Z","13.0286679","75.8737377","Vehicle Theft reported near Chikkamagaluru Cyber PS. Possible Ring Road Burglary Crew pattern. Evidence and witness inputs available for AI review."
"49127","100212106202649127","202649127","2026-11-04","1127","2106","1","1","6","10","1","521","2026-11-04T04:52:00.000Z","2026-11-04T10:52:00.000Z","2026-11-04T05:52:00.000Z","12.5034874","76.8378141","Robbery reported near Mandya Traffic PS. Evidence and witness inputs available for AI review."
"49128","100181805202649128","202649128","2026-11-11","1128","1805","1","2","2","4","1","518","2026-11-11T22:05:00.000Z","2026-11-12T03:05:00.000Z","2026-11-11T23:05:00.000Z","12.5410741","75.7161155","UPI Fraud reported near Kodagu Market PS. Night-time MO. Evidence and witness inputs available for AI review."
"49129","100111107202549129","202549129","2025-06-11","1129","1107","1","2","2","4","1","511","2025-06-11T05:44:00.000Z","2025-06-11T11:44:00.000Z","2025-06-11T06:44:00.000Z","12.6105365","74.8070893","UPI Fraud reported near Dakshina Kannada Cyber PS. Evidence and witness inputs available for AI review."
"49130","100070707202549130","202549130","2025-10-25","1130","707","1","2","1","1","2","507","2025-10-25T13:33:00.000Z","2025-10-25T18:33:00.000Z","2025-10-25T14:33:00.000Z","12.1185175","76.7603332","Burglary reported near Chamarajanagar Cyber PS. Evidence and witness inputs available for AI review."
"49131","100131308202649131","202649131","2026-07-16","1131","1308","1","2","1","1","1","513","2026-07-16T10:03:00.000Z","2026-07-16T12:03:00.000Z","2026-07-16T11:03:00.000Z","15.5114269","75.1447627","Burglary reported near Dharwad Women PS. Vehicle KA-30-CH-1213 seen. Evidence and witness inputs available for AI review."
"49132","100030305202449132","202449132","2024-07-06","1132","305","1","1","6","10","1","503","2024-07-06T02:26:00.000Z","2024-07-06T03:26:00.000Z","2024-07-06T03:26:00.000Z","15.9583074","74.2720309","Robbery reported near Belagavi Market PS. Vehicle KA-17-CU-1148 seen. Evidence and witness inputs available for AI review."
"49133","100292902202449133","202449133","2024-09-02","1133","2902","1","1","6","9","1","529","2024-09-02T01:50:00.000Z","2024-09-02T03:50:00.000Z","2024-09-02T02:50:00.000Z","16.8999032","75.8362854","Assault reported near Vijayapura South PS. Possible Coastal Fraud Cell pattern. Evidence and witness inputs available for AI review."
"49134","100262605202549134","202549134","2025-08-19","1134","2605","1","2","1","1","1","526","2025-08-19T09:19:00.000Z","2025-08-19T14:19:00.000Z","2025-08-19T10:19:00.000Z","13.1178229","77.0490532","Burglary reported near Tumakuru Market PS. Evidence and witness inputs available for AI review."
"49135","100191904202449135","202449135","2024-07-05","1135","1904","1","2","2","4","2","519","2024-07-05T09:21:00.000Z","2024-07-05T15:21:00.000Z","2024-07-05T10:21:00.000Z","13.2724211","78.1233864","UPI Fraud reported near Kolar Rural PS. Evidence and witness inputs available for AI review."
"49136","100090906202649136","202649136","2026-12-19","1136","906","1","2","1","2","1","509","2026-12-19T21:57:00.000Z","2026-12-20T01:57:00.000Z","2026-12-19T22:57:00.000Z","13.5374179","75.7954187","Vehicle Theft reported near Chikkamagaluru Traffic PS. Night-time MO. Evidence and witness inputs available for AI review."
"49137","100212102202549137","202549137","2025-02-28","1137","2102","1","2","1","1","2","521","2025-02-28T20:24:00.000Z","2025-02-28T23:24:00.000Z","2025-02-28T21:24:00.000Z","12.4660337","76.7125452","Burglary reported near Mandya South PS. Night-time MO. Evidence and witness inputs available for AI review."
"49138","100080803202649138","202649138","2026-10-05","1138","803","1","2","1","2","2","508","2026-10-05T18:06:00.000Z","2026-10-05T23:06:00.000Z","2026-10-05T19:06:00.000Z","13.3470041","77.5194128","Vehicle Theft reported near Chikkaballapura North PS. Night-time MO. Evidence and witness inputs available for AI review."
"49139","100101006202549139","202549139","2025-11-10","1139","1006","1","2","1","3","1","510","2025-11-10T00:32:00.000Z","2025-11-10T03:32:00.000Z","2025-11-10T01:32:00.000Z","14.2653572","76.6163360","Chain Snatching reported near Chitradurga Traffic PS. Evidence and witness inputs available for AI review."
"49140","100282808202649140","202649140","2026-11-22","1140","2808","1","1","4","7","1","528","2026-11-22T09:39:00.000Z","2026-11-22T13:39:00.000Z","2026-11-22T10:39:00.000Z","14.8518204","74.0205200","Drug Distribution reported near Uttara Kannada Women PS. Evidence and witness inputs available for AI review."
"49141","100313104202449141","202449141","2024-10-06","1141","3104","1","2","1","1","1","531","2024-10-06T12:21:00.000Z","2024-10-06T18:21:00.000Z","2024-10-06T13:21:00.000Z","15.1314080","76.3828532","Burglary reported near Vijayanagara Rural PS. Evidence and witness inputs available for AI review."
"49142","100222201202649142","202649142","2026-02-17","1142","2201","1","1","4","7","1","522","2026-02-17T22:43:00.000Z","2026-02-17T23:43:00.000Z","2026-02-17T23:43:00.000Z","12.2549253","76.7132148","Drug Distribution reported near Mysuru Central PS. Possible NH-167 Network pattern. Night-time MO. Evidence and witness inputs available for AI review."
"49143","100151501202649143","202649143","2026-07-24","1143","1501","1","2","3","6","1","515","2026-07-24T07:11:00.000Z","2026-07-24T09:11:00.000Z","2026-07-24T08:11:00.000Z","12.9748667","76.2002797","Loan App Fraud reported near Hassan Central PS. Evidence and witness inputs available for AI review."
"49144","100181802202549144","202549144","2025-04-26","1144","1802","1","2","3","6","1","518","2025-04-26T21:49:00.000Z","2025-04-26T23:49:00.000Z","2025-04-26T22:49:00.000Z","12.5910850","75.7817113","Loan App Fraud reported near Kodagu South PS. Night-time MO. Evidence and witness inputs available for AI review."
"49145","100212105202549145","202549145","2025-04-22","1145","2105","1","1","4","7","2","521","2025-04-22T19:31:00.000Z","2025-04-22T22:31:00.000Z","2025-04-22T20:31:00.000Z","12.4401858","76.9277653","Drug Distribution reported near Mandya Market PS. Night-time MO. Evidence and witness inputs available for AI review."
"49146","100040402202549146","202549146","2025-01-23","1146","402","1","1","4","7","1","504","2025-01-23T15:30:00.000Z","2025-01-23T21:30:00.000Z","2025-01-23T16:30:00.000Z","13.0353752","77.3347021","Drug Distribution reported near Bengaluru Rural South PS. Night-time MO. Evidence and witness inputs available for AI review."
"49147","100060601202649147","202649147","2026-12-03","1147","601","1","2","1","1","1","506","2026-12-03T06:14:00.000Z","2026-12-03T10:14:00.000Z","2026-12-03T07:14:00.000Z","17.8543623","77.6540191","Burglary reported near Bidar Central PS. Evidence and witness inputs available for AI review."
"49148","100040402202549148","202549148","2025-07-03","1148","402","1","1","5","8","2","504","2025-07-03T03:32:00.000Z","2025-07-03T05:32:00.000Z","2025-07-03T04:32:00.000Z","13.0337234","77.3933200","Harassment reported near Bengaluru Rural South PS. Possible NH-167 Network pattern. Evidence and witness inputs available for AI review."
"49149","100030302202449149","202449149","2024-10-18","1149","302","1","2","1","1","1","503","2024-10-18T02:01:00.000Z","2024-10-18T08:01:00.000Z","2024-10-18T03:01:00.000Z","15.7286325","74.5273702","Burglary reported near Belagavi South PS. Evidence and witness inputs available for AI review."
"49150","100010103202549150","202549150","2025-03-07","1150","103","1","2","2","5","1","501","2025-03-07T03:13:00.000Z","2025-03-07T05:13:00.000Z","2025-03-07T04:13:00.000Z","16.0848340","75.8099790","Investment Scam reported near Bagalkote North PS. Evidence and witness inputs available for AI review."
"49151","100111101202649151","202649151","2026-10-20","1151","1101","1","1","6","10","2","511","2026-10-20T14:48:00.000Z","2026-10-20T18:48:00.000Z","2026-10-20T15:48:00.000Z","12.8728307","74.9122460","Robbery reported near Dakshina Kannada Central PS. Night-time MO. Evidence and witness inputs available for AI review."
"49152","100191904202649152","202649152","2026-11-12","1152","1904","1","2","1","2","1","519","2026-11-12T09:15:00.000Z","2026-11-12T14:15:00.000Z","2026-11-12T10:15:00.000Z","13.2526493","78.1184834","Vehicle Theft reported near Kolar Rural PS. Vehicle KA-25-MZ-1084 seen. Evidence and witness inputs available for AI review."
"49153","100080802202649153","202649153","2026-01-19","1153","802","1","2","1","3","1","508","2026-01-19T15:49:00.000Z","2026-01-19T18:49:00.000Z","2026-01-19T16:49:00.000Z","13.3950204","77.9892635","Chain Snatching reported near Chikkaballapura South PS. Night-time MO. Evidence and witness inputs available for AI review."
"49154","100111104202549154","202549154","2025-03-18","1154","1104","1","1","5","8","2","511","2025-03-18T02:27:00.000Z","2025-03-18T03:27:00.000Z","2025-03-18T03:27:00.000Z","12.7042674","74.7923648","Harassment reported near Dakshina Kannada Rural PS. Possible Market Corridor Group pattern. Evidence and witness inputs available for AI review."
"49155","100131308202549155","202549155","2025-04-15","1155","1308","1","2","2","4","2","513","2025-04-15T17:50:00.000Z","2025-04-15T18:50:00.000Z","2025-04-15T18:50:00.000Z","15.5800054","75.1209906","UPI Fraud reported near Dharwad Women PS. Night-time MO. Evidence and witness inputs available for AI review."
"49156","100191905202649156","202649156","2026-12-25","1156","1905","1","2","2","5","2","519","2026-12-25T22:45:00.000Z","2026-12-26T03:45:00.000Z","2026-12-25T23:45:00.000Z","13.2426036","78.0335902","Investment Scam reported near Kolar Market PS. Night-time MO. Evidence and witness inputs available for AI review."
"49157","100181801202549157","202549157","2025-04-03","1157","1801","1","2","2","4","1","518","2025-04-03T07:01:00.000Z","2025-04-03T12:01:00.000Z","2025-04-03T08:01:00.000Z","12.4068759","75.8363120","UPI Fraud reported near Kodagu Central PS. Evidence and witness inputs available for AI review."
"49158","100202005202549158","202549158","2025-03-25","1158","2005","1","1","6","9","1","520","2025-03-25T16:37:00.000Z","2025-03-25T21:37:00.000Z","2025-03-25T17:37:00.000Z","15.1415853","76.3489173","Assault reported near Koppal Market PS. Vehicle KA-11-GD-1187 seen. Night-time MO. Evidence and witness inputs available for AI review."
"49159","100090903202549159","202549159","2025-12-05","1159","903","1","2","1","2","2","509","2025-12-05T13:00:00.000Z","2025-12-05T15:00:00.000Z","2025-12-05T14:00:00.000Z","13.3431211","75.7934916","Vehicle Theft reported near Chikkamagaluru North PS. Evidence and witness inputs available for AI review."
"49160","100292905202549160","202549160","2025-07-08","1160","2905","1","1","6","10","1","529","2025-07-08T10:35:00.000Z","2025-07-08T14:35:00.000Z","2025-07-08T11:35:00.000Z","16.7366099","75.7051700","Robbery reported near Vijayapura Market PS. Evidence and witness inputs available for AI review."
"49161","100252506202449161","202449161","2024-07-17","1161","2506","1","2","1","2","1","525","2024-07-17T13:55:00.000Z","2024-07-17T16:55:00.000Z","2024-07-17T14:55:00.000Z","13.7228488","75.5035273","Vehicle Theft reported near Shivamogga Traffic PS. Possible Coastal Fraud Cell pattern. Evidence and witness inputs available for AI review."
"49162","100313101202449162","202449162","2024-01-08","1162","3101","1","2","1","2","2","531","2024-01-08T00:24:00.000Z","2024-01-08T05:24:00.000Z","2024-01-08T01:24:00.000Z","15.2324444","76.4839374","Vehicle Theft reported near Vijayanagara Central PS. Evidence and witness inputs available for AI review."
"49163","100313104202549163","202549163","2025-07-25","1163","3104","1","1","5","8","2","531","2025-07-25T02:22:00.000Z","2025-07-25T04:22:00.000Z","2025-07-25T03:22:00.000Z","15.1834260","76.4017825","Harassment reported near Vijayanagara Rural PS. Evidence and witness inputs available for AI review."
"49164","100090904202549164","202549164","2025-07-08","1164","904","1","1","5","8","1","509","2025-07-08T21:29:00.000Z","2025-07-08T23:29:00.000Z","2025-07-08T22:29:00.000Z","13.3015095","75.8076338","Harassment reported near Chikkamagaluru Rural PS. Night-time MO. Evidence and witness inputs available for AI review."
"49165","100252503202449165","202449165","2024-05-26","1165","2503","1","1","5","8","2","525","2024-05-26T01:23:00.000Z","2024-05-26T05:23:00.000Z","2024-05-26T02:23:00.000Z","14.0867637","75.7047506","Harassment reported near Shivamogga North PS. Evidence and witness inputs available for AI review."
"49166","100101001202549166","202549166","2025-02-10","1166","1001","1","2","1","3","2","510","2025-02-10T17:11:00.000Z","2025-02-10T20:11:00.000Z","2025-02-10T18:11:00.000Z","14.1632565","76.3411985","Chain Snatching reported near Chitradurga Central PS. Night-time MO. Evidence and witness inputs available for AI review."
"49167","100151507202649167","202649167","2026-10-05","1167","1507","1","2","1","1","1","515","2026-10-05T10:04:00.000Z","2026-10-05T12:04:00.000Z","2026-10-05T11:04:00.000Z","12.9858287","76.2837788","Burglary reported near Hassan Cyber PS. Possible North Belt Narcotics Line pattern. Evidence and witness inputs available for AI review."
"49168","100262602202449168","202449168","2024-02-20","1168","2602","1","2","2","4","2","526","2024-02-20T03:02:00.000Z","2024-02-20T08:02:00.000Z","2024-02-20T04:02:00.000Z","13.5575869","77.2423453","UPI Fraud reported near Tumakuru South PS. Evidence and witness inputs available for AI review."
"49169","100131305202449169","202449169","2024-01-04","1169","1305","1","2","2","4","2","513","2024-01-04T19:20:00.000Z","2024-01-04T21:20:00.000Z","2024-01-04T20:20:00.000Z","15.4582552","75.2223961","UPI Fraud reported near Dharwad Market PS. Vehicle KA-28-VG-1012 seen. Night-time MO. Evidence and witness inputs available for AI review."
"49170","100292905202549170","202549170","2025-08-10","1170","2905","1","2","3","6","1","529","2025-08-10T14:33:00.000Z","2025-08-10T17:33:00.000Z","2025-08-10T15:33:00.000Z","16.7425792","75.7844338","Loan App Fraud reported near Vijayapura Market PS. Possible Ring Road Burglary Crew pattern. Vehicle KA-22-BY-1202 seen. Night-time MO. Evidence and witness inputs available for AI review."
"49171","100181803202549171","202549171","2025-10-18","1171","1803","1","2","1","1","1","518","2025-10-18T08:28:00.000Z","2025-10-18T09:28:00.000Z","2025-10-18T09:28:00.000Z","12.5183238","75.9925028","Burglary reported near Kodagu North PS. Possible North Belt Narcotics Line pattern. Evidence and witness inputs available for AI review."
"49172","100313106202649172","202649172","2026-09-06","1172","3106","1","1","6","9","2","531","2026-09-06T18:12:00.000Z","2026-09-06T21:12:00.000Z","2026-09-06T19:12:00.000Z","15.1883802","76.5813731","Assault reported near Vijayanagara Traffic PS. Night-time MO. Evidence and witness inputs available for AI review."
"49173","100060602202449173","202449173","2024-09-09","1173","602","1","2","1","2","2","506","2024-09-09T10:34:00.000Z","2024-09-09T16:34:00.000Z","2024-09-09T11:34:00.000Z","17.8348524","77.4972517","Vehicle Theft reported near Bidar South PS. Evidence and witness inputs available for AI review."
"49174","100131307202449174","202449174","2024-07-06","1174","1307","1","2","2","5","1","513","2024-07-06T08:51:00.000Z","2024-07-06T12:51:00.000Z","2024-07-06T09:51:00.000Z","15.1955539","75.2608013","Investment Scam reported near Dharwad Cyber PS. Evidence and witness inputs available for AI review."
"49175","100222205202549175","202549175","2025-06-23","1175","2205","1","2","3","6","2","522","2025-06-23T18:48:00.000Z","2025-06-23T23:48:00.000Z","2025-06-23T19:48:00.000Z","12.3699421","76.5890968","Loan App Fraud reported near Mysuru Market PS. Night-time MO. Evidence and witness inputs available for AI review."
"49176","100030302202549176","202549176","2025-12-19","1176","302","1","1","6","9","1","503","2025-12-19T02:27:00.000Z","2025-12-19T03:27:00.000Z","2025-12-19T03:27:00.000Z","15.7985135","74.5156161","Assault reported near Belagavi South PS. Evidence and witness inputs available for AI review."
"49177","100212106202649177","202649177","2026-09-03","1177","2106","1","1","5","8","1","521","2026-09-03T07:56:00.000Z","2026-09-03T13:56:00.000Z","2026-09-03T08:56:00.000Z","12.4630663","76.7932582","Harassment reported near Mandya Traffic PS. Evidence and witness inputs available for AI review."
"49178","100313107202549178","202549178","2025-07-05","1178","3107","1","2","1","2","2","531","2025-07-05T01:22:00.000Z","2025-07-05T04:22:00.000Z","2025-07-05T02:22:00.000Z","15.4191912","76.6084635","Vehicle Theft reported near Vijayanagara Cyber PS. Vehicle KA-26-VE-1198 seen. Evidence and witness inputs available for AI review."
"49179","100242401202449179","202449179","2024-06-26","1179","2401","1","1","4","7","2","524","2024-06-26T19:08:00.000Z","2024-06-26T22:08:00.000Z","2024-06-26T20:08:00.000Z","12.8695460","77.5343222","Drug Distribution reported near Ramanagara Central PS. Night-time MO. Evidence and witness inputs available for AI review."
"49180","100171707202449180","202449180","2024-04-10","1180","1707","1","2","2","4","1","517","2024-04-10T22:45:00.000Z","2024-04-11T01:45:00.000Z","2024-04-10T23:45:00.000Z","17.4944537","77.0925171","UPI Fraud reported near Kalaburagi Cyber PS. Possible Ring Road Burglary Crew pattern. Night-time MO. Evidence and witness inputs available for AI review."
"49181","100050507202449181","202449181","2024-05-13","1181","507","1","2","1","1","2","505","2024-05-13T01:23:00.000Z","2024-05-13T07:23:00.000Z","2024-05-13T02:23:00.000Z","13.2385969","77.7491989","Burglary reported near Bengaluru Urban Cyber PS. Evidence and witness inputs available for AI review."
"49182","100010105202549182","202549182","2025-04-03","1182","105","1","1","6","9","1","501","2025-04-03T06:57:00.000Z","2025-04-03T10:57:00.000Z","2025-04-03T07:57:00.000Z","16.3765086","75.6835413","Assault reported near Bagalkote Market PS. Evidence and witness inputs available for AI review."
"49183","100272702202649183","202649183","2026-07-15","1183","2702","1","1","5","8","2","527","2026-07-15T07:00:00.000Z","2026-07-15T11:00:00.000Z","2026-07-15T08:00:00.000Z","13.5886456","74.8445576","Harassment reported near Udupi South PS. Possible NH-167 Network pattern. Evidence and witness inputs available for AI review."
"49184","100171701202549184","202549184","2025-12-15","1184","1701","1","1","6","9","2","517","2025-12-15T01:49:00.000Z","2025-12-15T05:49:00.000Z","2025-12-15T02:49:00.000Z","17.1682523","76.8029441","Assault reported near Kalaburagi Central PS. Evidence and witness inputs available for AI review."
"49185","100020206202549185","202549185","2025-04-02","1185","206","1","2","1","3","1","502","2025-04-02T05:41:00.000Z","2025-04-02T10:41:00.000Z","2025-04-02T06:41:00.000Z","14.8591589","77.0472327","Chain Snatching reported near Ballari Traffic PS. Evidence and witness inputs available for AI review."
"49186","100020206202549186","202549186","2025-02-24","1186","206","1","2","3","6","2","502","2025-02-24T14:20:00.000Z","2025-02-24T15:20:00.000Z","2025-02-24T15:20:00.000Z","14.9028144","77.0824587","Loan App Fraud reported near Ballari Traffic PS. Evidence and witness inputs available for AI review."
"49187","100050508202549187","202549187","2025-04-02","1187","508","1","2","2","4","1","505","2025-04-02T07:53:00.000Z","2025-04-02T09:53:00.000Z","2025-04-02T08:53:00.000Z","13.0327764","77.7537280","UPI Fraud reported near Bengaluru Urban Women PS. Evidence and witness inputs available for AI review."
"49188","100060602202649188","202649188","2026-04-17","1188","602","1","1","6","9","2","506","2026-04-17T15:21:00.000Z","2026-04-17T17:21:00.000Z","2026-04-17T16:21:00.000Z","17.8419657","77.4929580","Assault reported near Bidar South PS. Night-time MO. Evidence and witness inputs available for AI review."
"49189","100282801202549189","202549189","2025-02-24","1189","2801","1","2","1","2","2","528","2025-02-24T14:04:00.000Z","2025-02-24T19:04:00.000Z","2025-02-24T15:04:00.000Z","14.6716411","73.9241108","Vehicle Theft reported near Uttara Kannada Central PS. Evidence and witness inputs available for AI review."
"49190","100313102202549190","202549190","2025-02-10","1190","3102","1","1","6","9","1","531","2025-02-10T17:27:00.000Z","2025-02-10T23:27:00.000Z","2025-02-10T18:27:00.000Z","15.3785392","76.6450298","Assault reported near Vijayanagara South PS. Night-time MO. Evidence and witness inputs available for AI review."
"49191","100050501202649191","202649191","2026-02-12","1191","501","1","2","2","4","2","505","2026-02-12T18:41:00.000Z","2026-02-12T22:41:00.000Z","2026-02-12T19:41:00.000Z","12.9044448","77.3895418","UPI Fraud reported near Bengaluru Urban Central PS. Night-time MO. Evidence and witness inputs available for AI review."
"49192","100292902202449192","202449192","2024-09-11","1192","2902","1","1","5","8","2","529","2024-09-11T11:27:00.000Z","2024-09-11T15:27:00.000Z","2024-09-11T12:27:00.000Z","16.9032530","75.8727212","Harassment reported near Vijayapura South PS. Evidence and witness inputs available for AI review."
"49193","100303007202649193","202649193","2026-04-04","1193","3007","1","2","1","3","1","530","2026-04-04T01:55:00.000Z","2026-04-04T07:55:00.000Z","2026-04-04T02:55:00.000Z","16.8027767","77.2544697","Chain Snatching reported near Yadgir Cyber PS. Evidence and witness inputs available for AI review."
"49194","100121206202549194","202549194","2025-02-04","1194","1206","1","2","2","5","2","512","2025-02-04T10:25:00.000Z","2025-02-04T12:25:00.000Z","2025-02-04T11:25:00.000Z","14.4002982","75.8428281","Investment Scam reported near Davanagere Traffic PS. Evidence and witness inputs available for AI review."
"49195","100101005202449195","202449195","2024-06-20","1195","1005","1","2","3","6","1","510","2024-06-20T12:23:00.000Z","2024-06-20T18:23:00.000Z","2024-06-20T13:23:00.000Z","14.0767268","76.4578976","Loan App Fraud reported near Chitradurga Market PS. Evidence and witness inputs available for AI review."
"49196","100212105202449196","202449196","2024-06-25","1196","2105","1","2","1","3","1","521","2024-06-25T08:19:00.000Z","2024-06-25T11:19:00.000Z","2024-06-25T09:19:00.000Z","12.4305393","76.9085262","Chain Snatching reported near Mandya Market PS. Evidence and witness inputs available for AI review."
"49197","100131304202649197","202649197","2026-08-21","1197","1304","1","2","1","3","1","513","2026-08-21T16:19:00.000Z","2026-08-21T17:19:00.000Z","2026-08-21T17:19:00.000Z","15.4109641","75.1099140","Chain Snatching reported near Dharwad Rural PS. Vehicle KA-04-DG-1138 seen. Night-time MO. Evidence and witness inputs available for AI review."
